TRIBUTARY_TRIBUNAL_NAME;Temple Subject;;Tempeluntertan;;;;;;;x
TRIBUTARY_TRIBUNAL_PLURAL;Temple Subjects;;Tempeluntertanen;;;;;;;x
SUZERAIN_TRIBUNAL_NAME;Tribunal Temple;;Tempel des Tribunal;;;;;;;x
TRIBUTARY_TRIBUNAL_TRIBUTE;Temple Taxes;;Tempelsteuer;;;;;;;x
TRIBUTARY_DAEDRIC_NAME;Daedric March;;Daedrische Mark;;;;;;;x
TRIBUTARY_DAEDRIC_PLURAL;Daedric Marches;;Daedrische Marken;;;;;;;x
SUZERAIN_DAEDRIC_NAME;Daedric Overlord;;Daedrischer Prinz;;;;;;;x
TRIBUTARY_DAEDRIC_TRIBUTE;Thralls;;Sklave;;;;;;;x
SKYRIM_NAME;Free Jarldom;;Freies Jarltum;;;;;;;x
SKYRIM_PLURAL;Free Jarldoms;;Freie Jarltuemer;;;;;;;x
SUZERAIN_SKYRIM_NAME;Kingdom of the Nords;;Königreich der Nord;;;;;;x
TRIBUTARY_SKYRIM_TRIBUTE;Kings Taxes;;Königssteuer;;;;;;x
TRIBUTARY_SLOAD_BENEFACTOR;Sload Benefactor;;;;;;;x
TRIBUTARY_SLOAD_BENEFACTOR_PLURAL;Sload Benefactors;;;;;;;x
SUZERAIN_SLOAD_BENEFACTOR_NAME;Overlord;;;;;;;x
TRIBUTARY_SLOAD_BENEFACTOR_TRIBUTE;Tribute;;;;;;;x
TRIBUTARY_SLOAD_PROTECTORATE;Sload Protectorate;;;;;;;x
TRIBUTARY_SLOAD_PROTECTORATE_PLURAL;Sload Protectorates;;;;;;;x
SUZERAIN_SLOAD_PROTECTORATE_NAME;Overlord;;;;;;;x
TRIBUTARY_SLOAD_PROTECTORATE_TRIBUTE;Tribute;;;;;;;x
DAEDRIC_USURPATION;Daedric Usurpation;;;;;;;;;x
GetOblivion_Azura;Moonshadow;;;;;;;x
GetOblivion_Boethiah;Attribution's Share;;;;;;;x
GetOblivion_Clavicus;Clavicus Vile's Realm;;;;;;;x
GetOblivion_Hermaeus;Apocrypha;;;;;;;x
GetOblivion_Hircine;the Hunting Grounds;;;;;;;x
GetOblivion_Malacath;the Ashpit;;;;;;;x
GetOblivion_Mehrunes;the Deadlands;;;;;;;x
GetOblivion_Mephala;the Spiral Skein;;;;;;;x
GetOblivion_Meridia;the Colored Rooms;;;;;;;x
GetOblivion_Molag;Coldharbour;;;;;;;x
GetOblivion_Namira;the Scuttling Void;;;;;;;x
GetOblivion_Nocturnal;the Evergloam;;;;;;;x
GetOblivion_Peryite;the Pits;;;;;;;x
GetOblivion_Sanguine;the Myriad Realms of Revelry;;;;;;;x
GetOblivion_Sheogorath;the Shivering Isles;;;;;;;x
GetOblivion_Vaermina;Quagmire;;;;;;;x
almalexia_almalexia;Almalexia;;Almalexia;;;;;;;x
almalexia_almalexia_full;Almalexia;;;;;;;x
sothasil_sothasil;Sotha Sil;;Sotha Sil;;;;;;;x
sothasil_sothasil_full;Sotha Sil;;;;;;;x
vivec_vivec;Vivec;;Vivec;;;;;;;x
vivec_vivec_full;Vivec;;;;;;;x
thras_thras;Thras;Thras;;;;;;;x
thras_thras_full;Kingdoms of Thras;;;;;;;x
azura_azura;Azura;Azura;Azura;;;;;;;x
azura_azura_full;Azura;Azura;Azura;;;;;;;x
boethiah_boethiah;Boethiah;;Boethiah;;;;;;;x
boethiah_boethiah_full;Boethiah;;Boethiah;;;;;;;x
clavicus_clavicus;Clavicus Vile;;Clavicus Vile;;;;;;;x
clavicus_clavicus_full;Clavicus Vile;;Clavicus Vile;;;;;;;x
hermaeus_hermaeus;Hermaeus Mora;;Hermaeus Mora;;;;;;;x
hermaeus_hermaeus_full;Hermaeus Mora;;Hermaeus Mora;;;;;;;x
hircine_hircine;Hircine;;Hircine;;;;;;;x
hircine_hircine_full;Hircine;;Hircine;;;;;;;x
malacath_malacath;Malacath;;Malacath;;;;;;;x
malacath_malacath_full;Malacath;;Malacath;;;;;;;x
mehrunes_mehrunes;Mehrunes Dagon;;Mehrunes Dagon;;;;;;;x
mehrunes_mehrunes_full;Mehrunes Dagon;;Mehrunes Dagon;;;;;;;x
mephala_mephala;Mephala;;Mephala;;;;;;;x
mephala_mephala_full;Mephala;;Mephala;;;;;;;x
meridia_meridia;Meridia;;Meridia;;;;;;;x
meridia_meridia_full;Meridia;;Meridia;;;;;;;x
molag_molag;Molag Bal;;Molag Bal;;;;;;;x
molag_molag_full;Molag Bal;;Molag Bal;;;;;;;x
namira_namira;Namira;;Namira;;;;;;;x
namira_namira_full;Namira;;Namira;;;;;;;x
nocturnal_nocturnal;Nocturnal;;Nocturnal;;;;;;;x
nocturnal_nocturnal_full;Nocturnal;;Nocturnal;;;;;;;x
peryite_peryite;Peryite;;Peryite;;;;;;;x
peryite_peryite_full;Peryite;;Peryite;;;;;;;x
sanguine_sanguine;Sanguine;;Sanguine;;;;;;;x
sanguine_sanguine_full;Sanguine;;Sanguine;;;;;;;x
sheogorath_sheogorath;Sheogorath;;Sheogorath;;;;;;;x
sheogorath_sheogorath_full;Sheogorath;;Sheogorath;;;;;;;x
vaermina_vaermina;Vaermina;;Vaermina;;;;;;;x
vaermina_vaermina_full;Vaermina;;Vaermina;;;;;;;x
title_oblivion_azura;Prince;;Prinz;;;;;;;x
title_oblivion_azura_female;Prince;;Prinz;;;;;;;x
title_oblivion_boethiah;Prince;;Prinz;;;;;;;x
title_oblivion_boethiah_female;Prince;;Prinz;;;;;;;x
title_oblivion_clavicus;Prince;;Prinz;;;;;;;x
title_oblivion_clavicus_female;Prince;;Prinz;;;;;;;x
title_oblivion_hermaeus;Prince;;Prinz;;;;;;;x
title_oblivion_hermaeus_female;Prince;;Prinz;;;;;;;x
title_oblivion_hircine;Prince;;Prinz;;;;;;;x
title_oblivion_hircine_female;Prince;;Prinz;;;;;;;x
title_oblivion_malacath;Prince;;Prinz;;;;;;;x
title_oblivion_malacath_female;Prince;;Prinz;;;;;;;x
title_oblivion_mehrunes;Prince;;Prinz;;;;;;;x
title_oblivion_mehrunes_female;Prince;;Prinz;;;;;;;x
title_oblivion_mephala;Prince;;Prinz;;;;;;;x
title_oblivion_mephala_female;Prince;;Prinz;;;;;;;x
title_oblivion_meridia;Prince;;Prinz;;;;;;;x
title_oblivion_meridia_female;Prince;;Prinz;;;;;;;x
title_oblivion_molag;Prince;;Prinz;;;;;;;x
title_oblivion_molag_female;Prince;;Prinz;;;;;;;x
title_oblivion_namira;Prince;;Prinz;;;;;;;x
title_oblivion_namira_female;Prince;;Prinz;;;;;;;x
title_oblivion_nocturnal;Prince;;Prinz;;;;;;;x
title_oblivion_nocturnal_female;Prince;;Prinz;;;;;;;x
title_oblivion_peryite;Prince;;Prinz;;;;;;;x
title_oblivion_peryite_female;Prince;;Prinz;;;;;;;x
title_oblivion_sanguine;Prince;;Prinz;;;;;;;x
title_oblivion_sanguine_female;Prince;;Prinz;;;;;;;x
title_oblivion_sheogorath;Prince;;Prinz;;;;;;;x
title_oblivion_sheogorath_female;Prince;;Prinz;;;;;;;x
title_oblivion_vaermina;Prince;;Prinz;;;;;;;x
title_oblivion_vaermina_female;Prince;;Prinz;;;;;;;x
title_tribunal_almalexia;Tribune;;;;;;;x
title_tribunal_almalexia_female;Tribune;;;;;;;x
title_tribunal_sothasil;Tribune;;;;;;;x
title_tribunal_sothasil_female;Tribune;;;;;;;x
title_tribunal_vivec;Tribune;;;;;;;x
title_tribunal_vivec_female;Tribune;;;;;;;x
title_offmap_thras;Sublime Majesty;;;;;;;x
title_offmap_thras_female;Sublime Majesty;;;;;;;x
confucian_bureaucracy;Daedric Realm;;;;;;;x
confucian_bureaucracy_desc;One and the same as the Daedric Prince who rules over it, this is not a mundane state with a mortal government, but a plane of Oblivion located far beyond the boundaries of Mundus. Its ruling Prince ordinarily exercises complete control of everything that transpires within, barring outside intervention.;;;;;;;x
TXT_ARDOR;Ardor;;Gunst;;;;;;;x
TXT_INFLUENCE;Influence;;;;;;;x
monthly_ardor;Monthly Ardor;;Monatliche Gunst;;;;;;;x
monthly_influence;Monthly Influence;;;;;;;x
oblivion_isolationist;Aloof;;Distanziert;;;;;;;x
oblivion_isolationist_desc;For some reason, this Daedric Prince is utterly disinterested in mortal affairs and has withdrawn more fully back into Oblivion. Even contacting them is nearly impossible.;;Aus für Sterbliche unerfindlichen Gründen, ist dieser Daedrische Prinz derzeit vollkommen desinteressiert an Nirn und seinen Bewohnern und hat sich nach Oblivion zurück gezogen. Selbst ihn zu kontaktieren ist fast unmöglich.;;;;;;;x
oblivion_interactive;Interactive;;Offen;;;;;;;x
oblivion_interactive_desc;This Daedric Prince is currently quite interested in the goings-on of Nirn and is open to making bargains with mortals. Summonings and offerings frequently succeed in attracting this Prince's attention.;;Dieser Daedrische Prinz ist derzeit besonders interessiert an den Machenschaften der Sterblichen auf Nirn. Beschwörunen und Opfergaben erwecken fast immer seine Aufmerksamkeit.;;;;;;;x
oblivion_interventionist;Interventionist;;Interventionistisch;;;;;;;x
oblivion_interventionist_desc;This Daedric Prince currently has an unusually intense focus on the mortal plane and is looking to exert their influence in an audacious manner. This could be as relates to a major prophecy, or even to an all-out invasion of Nirn.;;Dieser Daedrische Prinz ist derzeit unglaublich auf die sterbliche Ebene fokusiert und wird versuchen, seine eigenen Machenschaften vorran zu bringen. Dies könnte sogar zu einer Invasion Nirns führen!;;;;;;;x
oblivion_normal;Ascendant;;Aszendierent;;;;;;;x
oblivion_normal_desc;This Daedric Prince revels in their power and authority, as their realm is stable and their mortal servants many. Their realm is currently in its status quo, with a massive army of Daedra willing and able to fight at a moment's notice, but lacking the cause to do so.;;Dieser Daedrische Prinz ist auf dem Höhepunkt seiner Macht - sein Reich ist befriedet, seine Diener sind zahlreich. Unter seinem Befehl steht eine gewaltige Armee, doch ohne einen Grund wird sie nicht nach Nirn kommen.;;;;;;;x
oblivion_apogee;Triumphant;;Triumphierend;;;;;;;x
oblivion_apogee_desc;This realm of Oblivion is abuzz with the activities of its lesser Daedra, and the ruling Prince is confident in their ability to project power upon Nirn. A great deal of the Prince's energies are being focused into their army and the boons they grant to mortals, whose collective zeal is at an apex.;;Dieses Reich Oblivions ist wahrlich mächtig. Sein Prinz ist voll und ganz auf Nirn und seine Armee fokusiert, daher wird er oft seine Gunst erkenntlich machen.;;;;;;;x
oblivion_convalescing;Convalescing;;Genesung;;;;;;;x
oblivion_convalescing_desc;This Daedric Prince is in a state of recovery, having recently been thwarted in a major intervention upon Nirn or their plane destabilized by an internal cataclysm. The ruling Prince is unable to wield much power on the mortal world, lacking either the military might or the willpower to do so.;;Dieser Prinz befindet sich in einem Zustand der Gesundung und Wiederherstellung, da er vor kurzem bei einer militärischen Aktion in Nirn unterlag, oder innere Konflikte sein Reich destabilisiert hatten. Der Prinz hat nicht die Macht oder den Willen, seine Gunst den Sterblichen zu erweisen.;;;;;;;x
oblivion_cataclysm;Cataclysmic;;Katastrophe;;;;;;;x
oblivion_cataclysm_desc;This Prince's realm of Oblivion is in the midst of a major crisis, with its inhabitants thrown into disarray as the Prince is preoccupied with sorting matters out. Although it is only a matter of time before this crisis is solved, the Prince is far too distracted to act upon Nirn in any significant manner.;;Dieses Reich Oblivions ist in Mitten einer großen Krise. Die Bewohner bekämpfen sich gegenseitig, da der Prinz zu beschäftigt dazu oder einfach nicht interessiert daran ist, den Frieden zu wahren. Bis die Krise beendet ist, wird sich der Prinz nicht auf Nirn zeigen.;;;;;;;x
oblivion_isolationist_effect_desc;§Y*§! May make offerings to increase Ardor\n§Y*§! May not receive any boons;;;;;;;;;x
oblivion_interactive_effect_desc;§Y*§! May make offerings to increase Ardor\n§Y*§! May receieve most boons\n§Y*§! May call Daedric Invasions\n§Y*§! May not call Lesser Daedric Hordes;;;;;;;;;x
oblivion_interventionist_effect_desc;§Y*§! May make offerings to increase Ardor\n§Y*§! All boons enabled unless Status otherwise conflicts;;;;;;;;;x
oblivion_cataclysm_effect_desc;§Y*§! May make offerings to increase Ardor\n§Y*§! May only receive unique boons and Kynmarchers;;;;;;;;;x
oblivion_convalescing_effect_desc;§Y*§! May make offerings to increase Ardor\n§Y*§! May receive most boons\n§Y*§! May not call Daedric Invasions or Lesser Daedric Hordes;;;;;;;;;x
oblivion_normal_effect_desc;§Y*§! May make offerings to increase Ardor\n§Y*§! May receive most boons\n§Y*§! May call Daedric Invasions\n§Y*§! May not call Lesser Daedric Hordes;;;;;;;;;x
oblivion_apogee_effect_desc;§Y*§! May make offerings to increase Ardor\n§Y*§! All boons enabled unless Policy otherwise conflicts;;;;;;;;;x
thras_open;Open;;;;;;;x
thras_open_desc;The Thrassian kingdoms are at peace and interested in communicating with land-dwellers. Those who pique their interest can easily convince them to get involved in surface politics.;;;;;;;;;x
thras_isolationist;Isolationist;;;;;;;x
thras_isolationist_desc;It is difficult to open up lines of communication with the kingdoms of Thras. The Embassy has effectively been shuttered - while lines of communication have not been completely severed, interacting with the Coral Kingdoms is certainly a more challenging matter.;;;;;;;;;x
thras_expansionist;Expansionist;;;;;;;x
thras_expansionist_desc;The Sload have adopted an aggressive military policy, favoring territorial expansion and the subjugation (or elimination) of surface-dwellers. Subjects may find it easy to draw them into wars, while neighbors who refuse to submit to the Coral Kingdoms may be targeted for invasions.;;;;;;;;;x
thras_stable;Stable;;;;;;;x
thras_stable_desc;The Sload are currently experiencing the status quo. The Thrassian realms are divided, but coordinated enough to be a significant threat to anyone who draws their ire. Subtle economic or military changes could mean a radical shift in the status of Thras.;;;;;;;;;x
thras_booming;Booming;;;;;;;x
thras_booming_desc;A single monarch has gained substantial leverage over the other Thrassian kings and queens, temporarily uniting them under one banner - it is unknown how long this will last. As long as this situation persists, the Coral Kingdoms are a major threat to any neighbors who refuse to acknowledge Thrassian hegemony.;;;;;;;;;x
thras_internal_war;Internecine War;;;;;;;x
thras_internal_war_desc;Various Thrassian kingdoms are currently locked in all-out war. Reports from Thras are unreliable, but are consistent in their accounts that the brutality of the conflict has severely weakened even the most powerful Sload monarchy.;;;;;;;;;x
thras_invaded;Invaded;;;;;;;x
thras_invaded_desc;Someone or something has launched an attack against the kingdoms of Thras, attacking their homeland directly. The Sload have thus been forced to divert all available manpower and magickal resources to Thras, and are keen to gain any allies who may be able to alleviate their precarious situation.;;;;;;;x
thras_recovering;Recovering;;;;;;;x
thras_recovering_desc;Severely weakened due to military conflict, Thras is in the midst of a recovery. It is highly unlikely that the Sload will be able to participate in any military expeditions any time soon, and are lacking in financial and economic strength, as well. It will take some years before the status quo is resumed.;;;;;;;x
tribunal_warlike;Warlike;;;;;;;x
tribunal_warlike_desc;This Tribune is pursuing a policy of aggressive militarism, encouraging the Temple and all worshipers of the Almsivi to take up arms and go to war.;;;;;;;;;x
tribunal_convivial;Convivial;;;;;;;x
tribunal_convivial_Desc;Temple faithful are jubilant about the activity of this Tribune, who wanders the world seeking adventure, promoting the virtues of the Temple, and aiding the common people whenever possible. This Tribune's disposition is such that they have even been shown friendliness toward heathen outlanders, welcoming them as tourists to their Fane.;;;;;;;;;x
tribunal_cordial;Cordial;;;;;;;x
tribunal_cordial_desc;Neither stirred up for war nor particularly focused on traveling the world, this Tribune has mostly kept to their home Fane, but is amenable toward visiting pilgrims and has no qualms about intervening in worldly affairs if needed.;;;;;;;x
tribunal_withdrawn;Withdrawn;;;;;;;x
tribunal_withdrawn_desc;Isolated within their inner sanctum and only willing to speak with their closest confidants and attendants, this Tribune has displayed a greatly decreased interest, and possibly efficacy, in the goings-on of the outside world.;;;;;;;x
tribunal_hidden;Hidden;;;;;;;x
tribunal_hidden_desc;This Tribune is, at the moment, completely unreachable. No one has been able to establish any form of contact with them.;;;;;;;x
tribunal_10;Power - 10;;;;;;;x
tribunal_10_desc;This Tribune is at the undisputed apex of their power.;;;;;;;x
tribunal_9;Power - 9;;;;;;;x
tribunal_9_desc;This Tribune's power is terrifying.;;;;;;;x
tribunal_8;Power - 8;;;;;;;x
tribunal_8_desc;This Tribune's power is very strong.;;;;;;;x
tribunal_7;Power - 7;;;;;;;x
tribunal_7_desc;This Tribune's power is strong.;;;;;;;x
tribunal_6;Power - 6;;;;;;;x
tribunal_6_desc;This Tribune's power is significant.;;;;;;;x
tribunal_5;Power - 5;;;;;;;x
tribunal_5_desc;This Tribune's power is questionable.;;;;;;;x
tribunal_4;Power - 4;;;;;;;x
tribunal_4_desc;This Tribune's power is wavering.;;;;;;;x
tribunal_3;Power - 3;;;;;;;x
tribunal_3_desc;This Tribune's power is failing.;;;;;;;x
