alteration_staff;Staff of Alteration;;;;;;;;;;;;;x
alteration_staff_desc;A rare, hard to obtain Staff imbued with the powers of Alteration.;;;;;;;;;;;;;x
atronach;Atronach (Familiar);;;;;;;;;;;;;x
atronach_desc;[Root.GetFirstName] has somehow tamed an atronach, a being formed from the energies of Oblivion.;;;;;;;;;;;;;x
auriels_bow;Auriel's Bow;;;;;;;;;;;;;x
auriels_bow_desc;Auriel's Bow is an artifact created and used by the Elven god Auriel, an aspect of the Imperial Akatosh, the Dragon God of Time. Although it takes the form of a modest Elven Moonstone bow, it is one of the most powerful weapons in Tamriel.;;;;;;;;;;;;;x
shield_auriel;Auriel's Shield;;;;;;;;;;;;;x
FORMER_COFFER_OWNER_TT;Is of Orgnum's Blood or has not previously had the Coffer within the past 25 years.;;;;;;;;;;;;;x
shield_auriel_desc;Auriel's Shield is an artifact created and used by the Elven god Auriel, an aspect of the Imperial Akatosh, the Dragon God of Time. It takes the form of a small shield, sometimes rounded, made from either ebony or moonstone. It has several magickal abilities that help to make its wielder nigh invulnerable.;;;;;;;;;;;;;x
azuras_star;Azura's Star;;;;;;;;;;;;;x
azuras_star_desc;Azura's Star is a Daedric artifact created by the Daedric Prince Azura. In appearance it looks like a large, intricately designed throwing star. In the right hands, Azura's Star acts as a reusable soul gem of almost unlimited capacity. This makes it highly sought by mages and assassins.;;;;;;;;;;;;;x
band_of_arcane_sight;Band of Arcane Sight;;;;;;;;;;;;;x
band_of_arcane_sight_desc;This ring is heavily enchanted with a variety of Mystic detection spells, allowing for partial mitigation of the effects of blindness.;;;;;;;;;;;;;x
book_guide_to_tamriel;The Emperor's Guide to Tamriel;;;;;;;;;;;;;x
book_guide_to_tamriel_desc;Author: [event_target:gtt_author.GetDynName]\nA comprehensive text describing the histories and cultures of each of Tamriel's provinces.;;;;;;;;;;;;;x
book_guide_to_tamriel_improved;The Improved Emperor's Guide to Tamriel;;;;;;;;;;;;;x
book_guide_to_tamriel_improved_desc;Author: Flaccus Terentius\nThe Improved Emperor's Guide to Tamriel is a 224-page illustrated guide written and illustrated by the Imperial scholar, Flaccus Terentius and commissioned in 2E 581. The prior Emperor's Guide to Tamriel forms the bulk of the work, with additional transcripts of the author's travels through Tamriel and various excerpts and notes from additional, relevant works procured in the various provinces of Tamriel.;;;;;;;;;;;;;x
book_pocket_guide_1;Pocket Guide to the Empire, 1st Edition;;;;;;;;;;;;;x
book_pocket_guide_2;Pocket Guide to the Empire, 2nd Edition;;;;;;;;;;;;;x
book_pocket_guide_3;Pocket Guide to the Empire, 3rd Edition;;;;;;;;;;;;;x
book_pocket_guide_4;Pocket Guide to the Empire, 4th Edition;;;;;;;;;;;;;x
book_pocket_guide_5;Pocket Guide to the Empire, 5th Edition;;;;;;;;;;;;;x
book_pocket_guide_1_desc;Author: [event_target:pg1_author.GetDynName], on behalf of the Imperial Geographical Society\The Pocket Guide to the Empire was an attempt to popularise and update the older, and by then heavily outdated Improved Emperor's Guide to Tamriel. The texts are shorter than the predecessor manuals but the Guide accomplished its task, being widely distributed by the IGS across Tamriel and helping bring together the various peoples of Tamriel. Critics commenting on the Guide however claim it is little more than a piece of biased propaganda.;;;;;;;;;;;;;x
book_pocket_guide_2_desc;Author: [event_target:pg2_author.GetDynName], on behalf of the Imperial Geographical Society\nThe 2nd Edition of the popular Pocket Guide. Similarly to its predecessor, the 2nd Edition features informative, dense texts and pictorials of the various peoples and places of Tamriel. The 2nd Edition attempted to provide more information than the 1st Edition but according to critics it was still heavily biased toward the author's favoured peoples, depicting those of other cultures to be more primitive and backwards than the author's own. The so-called "Pocket" Guide 2nd Edition was also too large to comfortably fit a normal sized person's pockets...;;;;;;;;;;;;;x
book_pocket_guide_3_desc;Author: [event_target:pg3_author.GetDynName], on behalf of the Imperial Geographical Society\nThe 3rd Edition of the Pocket Guide would go on to be the most popular text released by the Imperial Geographical Society. The 3rd Edition returned to the roots of the 1st Edition by abridging much of the information of the second and updating it for a new generation. Much of the bias of the older Guides was replaced with a more optimistic view of the various cultures of Tamriel in a fairer manner. Some biases were of course still present, but critics viewed them more as the innocence and naivety of the author than intentional derogation of "lesser" peoples.;;;;;;;;;;;;;x
book_pocket_guide_4_desc;Author: [event_target:pg4_author.GetDynName], on behalf of the Imperial Geographical Society\nThe 4th Edition of the famous Pocket Guide, commissioned by the Imperial Geographical Society to replace the 3rd Edition. The 4th is generally considered to be rather "flat" as far as the Pocket Guides went, offering little new information although the illustrations and maps provided with the Guide were very popular with travellers.;;;;;;;;;;;;;x
book_pocket_guide_5_desc;Author: [event_target:pg5_author.GetDynName], on behalf of the Imperial Geographical Society\nThe 5th Edition of the famous Pocket Guide is considered to be the most complete and unbiased edition of the Guide to date. Brief but comprehensive, the Guide offered a remarkably unbiased view of the cultures, history and places of Tamriel though critics claimed that in the pursuit of fairness and fact much of the "flavour" and artistic penmanship of the prior Editions was lost.;;;;;;;;;;;;;x
book_abcs_for_barbarians;ABCs for Barbarians;;;;;;;;;;;;;x
book_abcs_for_barbarians_desc;This illustrated guide to the Cyrodilic alphabet is a simple, easy-to-use tool for basic literacy. Its hand-drawn pictures are based on fauna, flora and other familiar sights from Morrowind.;;;;;;;;;;;;;x
book_boethiah_pillow_book;Boethiah's Pillow Book;;;;;;;;;;;;;x
book_boethiah_pillow_book_desc;No words can describe what you see. Or what you think you see.;;;;;;;;;;;;;x
book_chances_folly;Chance's Folly;;;;;;;;;;;;;x
book_chances_folly_desc;Chance's Folly is the story by Zylmoc Golge, about a talented but arrogant and underhanded thief's untimely demise. The thief, whose alter ego is known as Chance, attempts to ransack a Dunmer ancestral tomb with the aid of a Breton madman who acts as muscle while she picks the locks. Chance underestimates her partner as well as the tomb's defenses, perishing within - but not before bypassing innumerable locks and traps.;;;;;;;;;;;;;x
book_father_of_the_niben;Father of the Niben;;;;;;;;;;;;;x
book_father_of_the_niben_desc;Composed by Florin Jaliil, this is a translation of the ancient Aldmeri Udhendra Nibenu, writings pertaining to the Aldmeri explorer Topal the Pilot and his expedition to find Old Ehlnofey. The book chronicles Topal's exploits, in particular his victory over a large, leathery-winged beast which he brought down through skillful use of the bow and arrow.;;;;;;;;;;;;;x
book_fundaments_of_alchemy;Fundaments of Alchemy;;;;;;;;;;;;;x
book_fundaments_of_alchemy_desc;Alyandon Mathierry's introductory treatise on alchemy provides a concise, easy-to-understand summary of the core concepts of alchemical study, including the tools of the trade, sampling ingredients, and concocting simple potions.;;;;;;;;;;;;;x 
book_fall_of_the_snow_prince;Fall of the Snow Prince;;;;;;;;;;;;;x
book_fall_of_the_snow_prince_desc;Fall of the Snow Prince is a dramatic retelling of the ancient Battle of Moesring, as transcribed by Lokheim, chronicler to chieftain Ingjaldr White-Eye. This book is particularly germane for its account regarding the titular character, a charismatic Falmer leader who valiantly led his people in an ill-fated final stand against the Atmoran invaders and was buried by his foes with dignity and reverence.;;;;;;;;;;;;;x
book_liminal_bridges;Liminal Bridges;;;;;;;;;;;;;x
book_liminal_bridges_desc;Written by Camilonwe of Alinor, this scholarly text provides theoretical and practical information pertaining to transportation between Mundus and Oblivion, backed up with additional documentation. Of particular note is its summary of how to open a gate to Oblivion through the use of a sigil stone.;;;;;;;;;;;;;x
book_hanging_gardens;Hanging Gardens of Wasten Coridale;;;;;;;;;;;;;x
book_hanging_gardens_desc;Although it appears to be little more than a simple travelogue, this book is written in Aldmeris and Dwemeris, presenting readers with a treasure trove of ancient linguistic and literary techniques.;;;;;;;;;;;;;x
book_nchunaks_fire_and_faith;Nchunak's Fire and Faith;;;;;;;;;;;;;x
book_nchunaks_fire_and_faith_desc;Allegedly a translation of the adventures of the traveler Nchunak, this text depicts the cultural and philosophical values of the Dwemer who lived during the time of Kagrenac, including some contemporary Dwemer viewpoints on Kagrenac's theories.;;;;;;;;;;;;;x
book_ngasta_kvata_kvakis;N'Gasta! Kvata! Kvakis!;;;;;;;;;;;;;x
book_ngasta_kvata_kvakis_desc;Authored by the Sload necromancer N'Gasta, this esoteric tome contains a bevy of magickal knowledge that can only truly be understood by one capable of speaking the difficult Sload language.;;;;;;;;;;;;;x
book_notes_on_racial_phylogeny;Notes on Racial Phylogeny;;;;;;;;;;;;;x
book_notes_on_racial_phylogeny_desc;This treatise, compiled by the Arcane University's Council of Healers, examines some of the biological differences between various races of Tamriel, their reproductive compatibilities and incompatibilities, and the nature of "race," all through a scholarly lens.;;;;;;;;;;;;;x
book_rislav_the_righteous;Rislav the Righteous;;;;;;;;;;;;;x
book_rislav_the_righteous_desc;Written by Sinjin, this is a retrospective biography on the life of Rislav Larich, King of Skingrad during the First Era. Rislav the Righteous details the Colovian monarch's rise to power, his political dealings, and his shocking victory against the forces of the Alessian Empire. Details within the book include an analysis of First Era Colovian military equipment and tactics.;;;;;;;;;;;;;x
book_smithing_a_worthy_endeavor;Smithing - A Worthy Endeavor;;;;;;;;;;;;;x
book_smithing_a_worthy_endeavor_desc;Cuinaamo's treatise on smithing focuses on the mental side of proper smithing, looking less at the mechanical techniques required to forge arms and armor, and instead at the proper mindset that a reader should purportedly have in order to succeed in crafting equipment. The book likens smithing to studying magic, instructing the reader to stay positive and determined on the path to mastering their craft.;;;;;;;;;;;;;x
book_strakes_and_futtocks;Strakes and Futtocks;;;;;;;;;;;;;x
book_strakes_and_futtocks_desc;This short guide by shipwright Curly Lainlyn contains concise instructions on the correct way to construct a seaworthy vessel. It stresses a standardized methodology for shipbuilding, and explains the purposes behind such techniques as rabbeting timber and cutting lumber from angled trunks to utilize their natural curvature.;;;;;;;;;;;;;x
book_the_buying_game;The Buying Game;;;;;;;;;;;;;x
book_the_buying_game_desc;This trade manual from Adabael Timsar-Dadisun describes commerce as a game that "everyone can win" and includes suggestions with how to interface with merchants - what to look for, what to say, and knowing the right circumstances for making a purchase.;;;;;;;;;;;;;x
book_the_lusty_argonian_maid;The Lusty Argonian Maid;;;;;;;;;;;;;x
book_the_lusty_argonian_maid_desc;Laden with innuendo and double-entendre, this bawdy play from Crassus Curio relates the sexual adventures of a privileged nobleman and his Argonian maidservant, and their effort to hide their romance from the noble's jealous wife.;;;;;;;;;;;;;x
book_wulfmares_guide;Wulfmare's Guide to Better Thieving;;;;;;;;;;;;;x
book_wulfmares_guide_desc;Although the self-proclaimed accomplishments of the apparent author Wulfmare are impossible to verify, the Guide to Better Thieving reflects significant understanding in how to commit acts of subversion. The fundamentals of pickpocketing and lockpicking, two core thieving skillsets, are thoroughly described.;;;;;;;;;;;;;x
book_gods_and_worship;Gods and Worship in Tamriel;;;;;;;;;;;;;x
book_gods_and_worship_desc;This is an introductory guide to Tamrielic theology and spirituality, written by Brother Hetchfield of the Imperial University. Positing several hypotheses on the nature of Tamriel's deities, it does not assert any one as being any more valid than any other, possibly to help the reader reach their own conclusion.;;;;;;;;;;;;;x
book_remanada;Remanada;;;;;;;;;;;;;x
