nick_the_mad_alchemist;the Mad Alchemist;;;;;;;;;;;;;x
nick_the_chronicler;the Chronicler;;;;;;;;;;;;;x
nick_the_regal_pirate;the Regal Pirate;;;;;;;;;;;;;x
nick_dwarfking;Dwarfking;;;;;;;;;;;;;x
nick_ra;-Ra;;;;;;;;;;;;;x
nick_the_artificer;the Artificer;;;;;;;;;;;;;x
nick_the_resourceful;the Resourceful;;;;;;;;;;;;;x
nick_the_fiscally_conservative;the Fiscally Conservative;;;;;;;;;;;;x
nick_ashabah;Ash'ahab;;;;;;;;;;;;;x
nick_the_seafarer;the Seafarer;;;;;;;;;;;;;x
nick_the_pirate_king;Pirate King;;;;;;;;;;;;;x
nick_the_black_fin;the Black Fin;;;;;;;;;;;;;x
nick_the_debaucher;the Debaucher;;;;;;;;;;;;;x
nick_the_pirate_queen;the Pirate Queen;;;;;;;;;;;;;x
nick_hew;Hew;;;;;;;;;;;;;x
nick_blackcaster;Blackcaster;;;;;;;;;;;;;x
nick_the_fang;the Fang;;;;;;;;;;;;;x
nick_wolf_sister;Wolf-Sister;;;;;;;;;;;;;x
nick_wolf_brother;Wolf-Brother;;;;;;;;;;;;;x
nick_the_distrait;the Distrait;;;;;;;;;;;;;x
nick_of_the_river;of the River;;;;;;;;;;;;;x
nick_the_witch_of_azurah;the Witch of Azurah;;;;;;;;;;;;;x
nick_the_peacock_knight;the Peacock Knight;;;;;;;;;;;;;x
nick_the_merkin;the Merkin;;;;;;;;;;;;;x
nick_the_beard;the Beard;;;;;;;;;;;;;x
nick_the_rake;the Rake;;;;;;;;;;;;;x
nick_bravillius;Bravillius;;;;;;;;;;;;;x
nick_the_brash;the Brash;;;;;;;;;;;;;x
nick_the_middling;the Middling;;;;;;;;;;;;;x
nick_the_acrobat;the Acrobat;;;;;;;;;;;;;x
nick_the_crusader;the Crusader;;;;;;;;;;;;;x
nick_the_diplomat;the Diplomat;;;;;;;;;;;;;x
nick_the_cleaver;the Cleaver;;;;;;;;;;;;;x
nick_the_healer;the Healer;;;;;;;;;;;;;x
nick_the_savant;the Savant;;;;;;;;;;;;;x
nick_the_reborn;the Reborn;;;;;;;;;;;;;x
nick_the_brief_queen;the Brief Queen;;;;;;;;;;;;;x
nick_the_scout;the Scout;;;;;;;;;;;;;x
nick_the_golden_knight;the Golden Knight;;;;;;;;;;;;;x
nick_the_signifier;the Signifier;;;;;;;;;;;;;x
nick_the_snow_prince;the Snow [Root.GetPrincessPrince];;;;;;;;;;;;;x
nick_the_sorcerer;the Sorcerer;;;;;;;;;;;;;x
nick_the_spellsword;the Spellsword;;;;;;;;;;;;;x
nick_the_wayfarer;the Wayfarer;;;;;;;;;;;;;x
nick_the_witch_hunter;the Witch-Hunter;;;;;;;;;;;;;x
nick_the_unliving;the Unliving;;;;;;;;;;;;;x
nick_the_insane;the Insane;;;;;;;;;;;;;x
nick_eagle_eye;Eagle-Eye;;;;;;;;;;;;;x
nick_toad_eye;Toad-Eye;;;;;;;;;;;;;x
nick_orcthane;Orcthane;;;;;;;;;;;;;x
nick_farseer;Farseer;;;;;;;;;;;;;x
nick_highlander;Highlander;;;;;;;;;;;;;x
nick_horse_mouth;Horse-Mouth;;;;;;;;;;;;;x
nick_long_leg;Long-Leg;;;;;;;;;;;;;x
nick_scarface;Scarface;;;;;;;;;;;;;x
nick_the_pathetic;the Pathetic;;;;;;;;;;;;;x
nick_six_fingers;Six Fingers;;;;;;;;;;;;;x
nick_the_addict;the Skoomafiend;;;;;;;;;;;;;x
nick_the_adoring_fan;the Adoring Fan;;;;;;;;;;;;;x
nick_the_pure;the Pure;;;;;;;;;;;;;x
nick_the_berserker;the Berseker;;;;;;;;;;;;;x
nick_the_foreigner;the Foreigner;;;;;;;;;;;;;x
nick_the_foresailor;the Foresailor;;;;;;;;;;;;;x
nick_the_shield_brother;the Shield-Brother;;;;;;;;;;;;;x
nick_the_gravesinger;the Gravesinger;;;;;;;;;;;;;x
nick_the_highlander;the Highlander;;;;;;;;;;;;;x
nick_the_blood_queen;the Blood Queen;;;;;;;;;;;;;x
nick_the_pilgrim;the Pilgrim;;;;;;;;;;;;;x
nick_the_warlord;the Warlord;;;;;;;;;;;;;x
nick_the_penitent;the Penitent;;;;;;;;;;;;;x
nick_the_virgin;the Virgin;;;;;;;;;;;;;x
nick_the_black_dragon;the Black Dragon;;;;;;;;;;;;;x
nick_the_great_conqueror;the Great Conqueror;;;;;;;;;;;;;x
nick_the_herbalist;the Herbalist;;;;;;;;;;;;;x
nick_the_crafter;the Crafter;;;;;;;;;;;;;x
nick_the_black_drake;the Black Drake;;;;;;;;;;;;;x
nick_the_martyr;the Martyr;;;;;;;;;;;;;x
nick_red_eagle;Red Eagle;;;;;;;;;;;;;x
nick_yashnag_slayer;Yashnag-Slayer;;;;;;;;;;;;;x
nick_the_fox;the Fox;;;;;;;;;;;;;x
nick_swan_of_tyrigel;the Swan of Tyrigel;;;;;;;;;;;;;x
nick_the_ironside;Ironside;Côte-de-Fer;Eisenseite;;Brazo de Hierro;;;;;;;;;x
nick_the_cunning;the Cunning;le Ruse;der Listige;;El Astucia;;;;;;;;;x
nick_the_meek;the Meek;le Doux;der Sanftmütige;;El Manso;;;;;;;;;x
nick_the_impaler;the Impaler;le Empaleur;der Pfähler;;El Empalador;;;;;;;;;x
nick_the_shezarrine;the Shezarrine;;;;;;;;;;;;;x
nick_king_of_worms;King of Worms;;;;;;;;;;;;;x
nick_the_gourmet;the Gourmet;;;;;;;;;x
nick_the_harbinger;the Harbinger;;;;;;;;;x
nick_hand_free;Hand-Free;;;;;;;;;x
nick_the_necromancer;the Necromancer;;;;;;;;;x
nick_the_god;the God;;;;;;;;;x
nick_the_ascended;the Ascended;;;;;;;;;x
nick_the_witch;the Witch;;;;;;;;;x
nick_the_elder;the Elder;;;;;;;;;x
nick_the_long_sighted;the Long-Sighted;;;;;;;;;x
nick_the_criminal;the Criminal;;;;;;;;;x
nick_the_mutilant;the Mutilant;;;;;;;;;x
nick_the_magnanimous;the Magnanimous;;;;;;;;;x
nick_the_loremaster;the Loremaster;;;;;;;;;x
nick_the_spider;the Spider;le Araignée;die Spinne;;El Araña;;;;;;;;;x
nick_the_learned;the Learned;le Savant;der Gelehrte;;El Aprendido;;;;;;;;;x
nick_the_eloquent;the Eloquent;le Éloquent;der Wortgewandte;;El Elocuente;;;;;;;;;x
nick_the_indolent;the Indolent;le Indolent;der Träge;;El Indolente;;;;;;;;;x
nick_the_hunchback;the Hunchback;le Bossu;der Bucklige;;El Jorobado;;;;;;;;;x
